batting_team,bowling_team,venue,toss_winner,toss_decision,team1_win_pct,team2_win_pct,toss_win_match_win,target
Kolkata Knight Riders,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,field,0.5027932960893855,0.4759916492693111,0,1
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,Royal Challengers Bangalore,field,0.4759916492693111,0.5027932960893855,0,0
Chennai Super Kings,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,bat,0.5614035087719298,0.4473684210526316,1,1
Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,bat,0.4473684210526316,0.5614035087719298,1,0
Rajasthan Royals,Delhi Capitals,Feroz Shah Kotla,Rajasthan Royals,bat,0.49269311064718163,0.4452690166975881,0,0
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,Rajasthan Royals,bat,0.4452690166975881,0.49269311064718163,0,1
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,Mumbai Indians,bat,0.5390070921985816,0.4759916492693111,0,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,Mumbai Indians,bat,0.4759916492693111,0.5390070921985816,0,1
Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,Sunrisers Hyderabad,bat,0.4500907441016334,0.5027932960893855,0,0
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Sunrisers Hyderabad,bat,0.5027932960893855,0.4500907441016334,0,1
Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,Kings XI Punjab,bat,0.4473684210526316,0.49269311064718163,0,0
Rajasthan Royals,Kings XI Punjab,Sawai Mansingh Stadium,Kings XI Punjab,bat,0.49269311064718163,0.4473684210526316,0,1
Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bat,0.4500907441016334,0.4452690166975881,0,0
Delhi Capitals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bat,0.4452690166975881,0.4500907441016334,0,1
Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",Mumbai Indians,field,0.5614035087719298,0.5390070921985816,0,1
Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Mumbai Indians,field,0.5390070921985816,0.5614035087719298,0,0
Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,field,0.4500907441016334,0.49269311064718163,1,0
Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,field,0.49269311064718163,0.4500907441016334,1,1
Kings XI Punjab,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,field,0.4473684210526316,0.5390070921985816,0,1
Mumbai Indians,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,field,0.5390070921985816,0.4473684210526316,0,0
Royal Challengers Bangalore,Rajasthan Royals,M Chinnaswamy Stadium,Rajasthan Royals,field,0.4759916492693111,0.49269311064718163,1,0
Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,Rajasthan Royals,field,0.49269311064718163,0.4759916492693111,1,1
Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,bat,0.5027932960893855,0.5614035087719298,0,0
Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,bat,0.5614035087719298,0.5027932960893855,0,1
Mumbai Indians,Sunrisers Hyderabad,Dr DY Patil Sports Academy,Sunrisers Hyderabad,field,0.5390070921985816,0.4500907441016334,1,0
Sunrisers Hyderabad,Mumbai Indians,Dr DY Patil Sports Academy,Sunrisers Hyderabad,field,0.4500907441016334,0.5390070921985816,1,1
Delhi Capitals,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,bat,0.4452690166975881,0.4473684210526316,0,0
Kings XI Punjab,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,bat,0.4473684210526316,0.4452690166975881,0,1
Chennai Super Kings,Royal Challengers Bangalore,M Chinnaswamy Stadium,Chennai Super Kings,bat,0.5614035087719298,0.4759916492693111,1,1
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,Chennai Super Kings,bat,0.4759916492693111,0.5614035087719298,1,0
Kolkata Knight Riders,Mumbai Indians,Eden Gardens,Kolkata Knight Riders,bat,0.5027932960893855,0.5390070921985816,0,0
Mumbai Indians,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,bat,0.5390070921985816,0.5027932960893855,0,1
Delhi Capitals,Royal Challengers Bangalore,Feroz Shah Kotla,Royal Challengers Bangalore,field,0.4452690166975881,0.4759916492693111,0,1
Royal Challengers Bangalore,Delhi Capitals,Feroz Shah Kotla,Royal Challengers Bangalore,field,0.4759916492693111,0.4452690166975881,0,0
Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,field,0.4500907441016334,0.4473684210526316,1,0
Kings XI Punjab,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,field,0.4473684210526316,0.4500907441016334,1,1
Rajasthan Royals,Kolkata Knight Riders,Sawai Mansingh Stadium,Rajasthan Royals,bat,0.49269311064718163,0.5027932960893855,1,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,bat,0.5027932960893855,0.49269311064718163,1,0
Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,0.5614035087719298,0.4452690166975881,0,0
Delhi Capitals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,0.4452690166975881,0.5614035087719298,0,1
Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,bat,0.4473684210526316,0.5027932960893855,1,1
Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,bat,0.5027932960893855,0.4473684210526316,1,0
Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,Sunrisers Hyderabad,field,0.4759916492693111,0.4500907441016334,0,1
Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,Sunrisers Hyderabad,field,0.4500907441016334,0.4759916492693111,0,0
Mumbai Indians,Delhi Capitals,Dr DY Patil Sports Academy,Delhi Capitals,field,0.5390070921985816,0.4452690166975881,0,1
Delhi Capitals,Mumbai Indians,Dr DY Patil Sports Academy,Delhi Capitals,field,0.4452690166975881,0.5390070921985816,0,0
Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,Chennai Super Kings,bat,0.5614035087719298,0.49269311064718163,0,0
Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,Chennai Super Kings,bat,0.49269311064718163,0.5614035087719298,0,1
Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,Kings XI Punjab,field,0.4759916492693111,0.4473684210526316,1,0
Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,Kings XI Punjab,field,0.4473684210526316,0.4759916492693111,1,1
Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk",Sunrisers Hyderabad,field,0.5614035087719298,0.4500907441016334,1,0
Sunrisers Hyderabad,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Sunrisers Hyderabad,field,0.4500907441016334,0.5614035087719298,1,1
Rajasthan Royals,Mumbai Indians,Dr DY Patil Sports Academy,Mumbai Indians,field,0.49269311064718163,0.5390070921985816,1,0
Mumbai Indians,Rajasthan Royals,Dr DY Patil Sports Academy,Mumbai Indians,field,0.5390070921985816,0.49269311064718163,1,1
Delhi Capitals,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,field,0.4452690166975881,0.5614035087719298,1,0
Chennai Super Kings,Delhi Capitals,Feroz Shah Kotla,Chennai Super Kings,field,0.5614035087719298,0.4452690166975881,1,1
Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,Kolkata Knight Riders,bat,0.5027932960893855,0.4759916492693111,1,1
Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,bat,0.4759916492693111,0.5027932960893855,1,0
Sunrisers Hyderabad,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,field,0.4500907441016334,0.49269311064718163,1,0
Rajasthan Royals,Sunrisers Hyderabad,Sawai Mansingh Stadium,Rajasthan Royals,field,0.49269311064718163,0.4500907441016334,1,1
Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,field,0.5614035087719298,0.4473684210526316,0,1
Kings XI Punjab,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,field,0.4473684210526316,0.5614035087719298,0,0
Kolkata Knight Riders,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,bat,0.5027932960893855,0.4500907441016334,1,1
Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,bat,0.4500907441016334,0.5027932960893855,1,0
Delhi Capitals,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,field,0.4452690166975881,0.49269311064718163,1,0
Rajasthan Royals,Delhi Capitals,Sawai Mansingh Stadium,Rajasthan Royals,field,0.49269311064718163,0.4452690166975881,1,1
Royal Challengers Bangalore,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,bat,0.4759916492693111,0.4473684210526316,0,0
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,bat,0.4473684210526316,0.4759916492693111,0,1
Kolkata Knight Riders,Delhi Capitals,Eden Gardens,Kolkata Knight Riders,bat,0.5027932960893855,0.4452690166975881,1,1
Delhi Capitals,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,bat,0.4452690166975881,0.5027932960893855,1,0
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,Mumbai Indians,field,0.5614035087719298,0.5390070921985816,1,0
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,Mumbai Indians,field,0.5390070921985816,0.5614035087719298,1,1
Delhi Capitals,Sunrisers Hyderabad,Feroz Shah Kotla,Sunrisers Hyderabad,field,0.4452690166975881,0.4500907441016334,0,1
Sunrisers Hyderabad,Delhi Capitals,Feroz Shah Kotla,Sunrisers Hyderabad,field,0.4500907441016334,0.4452690166975881,0,0
Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,Mumbai Indians,field,0.5027932960893855,0.5390070921985816,1,0
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,Mumbai Indians,field,0.5390070921985816,0.5027932960893855,1,1
Delhi Capitals,Kings XI Punjab,Feroz Shah Kotla,Delhi Capitals,bat,0.4452690166975881,0.4473684210526316,0,0
Kings XI Punjab,Delhi Capitals,Feroz Shah Kotla,Delhi Capitals,bat,0.4473684210526316,0.4452690166975881,0,1
Rajasthan Royals,Royal Challengers Bangalore,Sawai Mansingh Stadium,Royal Challengers Bangalore,field,0.49269311064718163,0.4759916492693111,0,1
Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,Royal Challengers Bangalore,field,0.4759916492693111,0.49269311064718163,0,0
Mumbai Indians,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,field,0.5390070921985816,0.4500907441016334,0,1
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,field,0.4500907441016334,0.5390070921985816,0,0
Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,Kolkata Knight Riders,bat,0.5027932960893855,0.5614035087719298,0,0
Chennai Super Kings,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,bat,0.5614035087719298,0.5027932960893855,0,1
Royal Challengers Bangalore,Delhi Capitals,M Chinnaswamy Stadium,Delhi Capitals,field,0.4759916492693111,0.4452690166975881,1,0
Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,Delhi Capitals,field,0.4452690166975881,0.4759916492693111,1,1
Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,0.5027932960893855,0.49269311064718163,1,0
Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,Rajasthan Royals,field,0.49269311064718163,0.5027932960893855,1,1
Kings XI Punjab,Mumbai Indians,Wankhede Stadium,Mumbai Indians,field,0.4473684210526316,0.5390070921985816,0,1
Mumbai Indians,Kings XI Punjab,Wankhede Stadium,Mumbai Indians,field,0.5390070921985816,0.4473684210526316,0,0
Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,bat,0.4759916492693111,0.5614035087719298,1,1
Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,bat,0.5614035087719298,0.4759916492693111,1,0
Sunrisers Hyderabad,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,field,0.4500907441016334,0.4473684210526316,1,0
Kings XI Punjab,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,field,0.4473684210526316,0.4500907441016334,1,1
Mumbai Indians,Delhi Capitals,Feroz Shah Kotla,Delhi Capitals,field,0.5390070921985816,0.4452690166975881,1,0
Delhi Capitals,Mumbai Indians,Feroz Shah Kotla,Delhi Capitals,field,0.4452690166975881,0.5390070921985816,1,1
Rajasthan Royals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,bat,0.49269311064718163,0.5614035087719298,1,1
Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,bat,0.5614035087719298,0.49269311064718163,1,0
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bat,0.4500907441016334,0.4759916492693111,0,0
Royal Challengers Bangalore,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bat,0.4759916492693111,0.4500907441016334,0,1
Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,Kings XI Punjab,bat,0.4473684210526316,0.5027932960893855,0,0
Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,Kings XI Punjab,bat,0.5027932960893855,0.4473684210526316,0,1
Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,field,0.5390070921985816,0.49269311064718163,1,0
Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,Rajasthan Royals,field,0.49269311064718163,0.5390070921985816,1,1
Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bat,0.4500907441016334,0.5614035087719298,0,0
Chennai Super Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bat,0.5614035087719298,0.4500907441016334,0,1
Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,Mumbai Indians,field,0.4759916492693111,0.5390070921985816,1,0
Mumbai Indians,Royal Challengers Bangalore,M Chinnaswamy Stadium,Mumbai Indians,field,0.5390070921985816,0.4759916492693111,1,1
Kings XI Punjab,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,field,0.4473684210526316,0.49269311064718163,0,1
Rajasthan Royals,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,field,0.49269311064718163,0.4473684210526316,0,0
Rajasthan Royals,Delhi Capitals,Wankhede Stadium,Delhi Capitals,field,0.49269311064718163,0.4452690166975881,0,1
Delhi Capitals,Rajasthan Royals,Wankhede Stadium,Delhi Capitals,field,0.4452690166975881,0.49269311064718163,0,0
Kings XI Punjab,Chennai Super Kings,Wankhede Stadium,Kings XI Punjab,bat,0.4473684210526316,0.5614035087719298,0,0
Chennai Super Kings,Kings XI Punjab,Wankhede Stadium,Kings XI Punjab,bat,0.5614035087719298,0.4473684210526316,0,1
Chennai Super Kings,Rajasthan Royals,Dr DY Patil Sports Academy,Rajasthan Royals,field,0.5614035087719298,0.49269311064718163,1,0
Rajasthan Royals,Chennai Super Kings,Dr DY Patil Sports Academy,Rajasthan Royals,field,0.49269311064718163,0.5614035087719298,1,1
Mumbai Indians,Chennai Super Kings,Newlands,Chennai Super Kings,field,0.5390070921985816,0.5614035087719298,0,1
Chennai Super Kings,Mumbai Indians,Newlands,Chennai Super Kings,field,0.5614035087719298,0.5390070921985816,0,0
Royal Challengers Bangalore,Rajasthan Royals,Newlands,Royal Challengers Bangalore,bat,0.4759916492693111,0.49269311064718163,1,1
Rajasthan Royals,Royal Challengers Bangalore,Newlands,Royal Challengers Bangalore,bat,0.49269311064718163,0.4759916492693111,1,0
Kings XI Punjab,Delhi Capitals,Newlands,Delhi Capitals,field,0.4473684210526316,0.4452690166975881,1,0
Delhi Capitals,Kings XI Punjab,Newlands,Delhi Capitals,field,0.4452690166975881,0.4473684210526316,1,1
Kolkata Knight Riders,Sunrisers Hyderabad,Newlands,Kolkata Knight Riders,bat,0.5027932960893855,0.4500907441016334,0,0
Sunrisers Hyderabad,Kolkata Knight Riders,Newlands,Kolkata Knight Riders,bat,0.4500907441016334,0.5027932960893855,0,1
Chennai Super Kings,Royal Challengers Bangalore,St George's Park,Chennai Super Kings,bat,0.5614035087719298,0.4759916492693111,1,1
Royal Challengers Bangalore,Chennai Super Kings,St George's Park,Chennai Super Kings,bat,0.4759916492693111,0.5614035087719298,1,0
Kings XI Punjab,Kolkata Knight Riders,Kingsmead,Kolkata Knight Riders,field,0.4473684210526316,0.5027932960893855,1,0
Kolkata Knight Riders,Kings XI Punjab,Kingsmead,Kolkata Knight Riders,field,0.5027932960893855,0.4473684210526316,1,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Newlands,Sunrisers Hyderabad,bat,0.4500907441016334,0.4759916492693111,1,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Newlands,Sunrisers Hyderabad,bat,0.4759916492693111,0.4500907441016334,1,0
Delhi Capitals,Chennai Super Kings,Kingsmead,Delhi Capitals,bat,0.4452690166975881,0.5614035087719298,1,1
Chennai Super Kings,Delhi Capitals,Kingsmead,Delhi Capitals,bat,0.5614035087719298,0.4452690166975881,1,0
Rajasthan Royals,Kolkata Knight Riders,Newlands,Kolkata Knight Riders,field,0.49269311064718163,0.5027932960893855,0,0
Kolkata Knight Riders,Rajasthan Royals,Newlands,Kolkata Knight Riders,field,0.5027932960893855,0.49269311064718163,0,0
Royal Challengers Bangalore,Kings XI Punjab,Kingsmead,Royal Challengers Bangalore,bat,0.4759916492693111,0.4473684210526316,0,0
Kings XI Punjab,Royal Challengers Bangalore,Kingsmead,Royal Challengers Bangalore,bat,0.4473684210526316,0.4759916492693111,0,1
Sunrisers Hyderabad,Mumbai Indians,Kingsmead,Sunrisers Hyderabad,bat,0.4500907441016334,0.5390070921985816,1,1
Mumbai Indians,Sunrisers Hyderabad,Kingsmead,Sunrisers Hyderabad,bat,0.5390070921985816,0.4500907441016334,1,0
Royal Challengers Bangalore,Delhi Capitals,St George's Park,Royal Challengers Bangalore,bat,0.4759916492693111,0.4452690166975881,0,0
Delhi Capitals,Royal Challengers Bangalore,St George's Park,Royal Challengers Bangalore,bat,0.4452690166975881,0.4759916492693111,0,1
Kings XI Punjab,Rajasthan Royals,Newlands,Kings XI Punjab,bat,0.4473684210526316,0.49269311064718163,1,1
Rajasthan Royals,Kings XI Punjab,Newlands,Kings XI Punjab,bat,0.49269311064718163,0.4473684210526316,1,0
Chennai Super Kings,Sunrisers Hyderabad,Kingsmead,Sunrisers Hyderabad,field,0.5614035087719298,0.4500907441016334,1,0
Sunrisers Hyderabad,Chennai Super Kings,Kingsmead,Sunrisers Hyderabad,field,0.4500907441016334,0.5614035087719298,1,1
Mumbai Indians,Kolkata Knight Riders,St George's Park,Mumbai Indians,bat,0.5390070921985816,0.5027932960893855,1,1
Kolkata Knight Riders,Mumbai Indians,St George's Park,Mumbai Indians,bat,0.5027932960893855,0.5390070921985816,1,0
Delhi Capitals,Rajasthan Royals,SuperSport Park,Delhi Capitals,bat,0.4452690166975881,0.49269311064718163,0,0
Rajasthan Royals,Delhi Capitals,SuperSport Park,Delhi Capitals,bat,0.49269311064718163,0.4452690166975881,0,1
Kolkata Knight Riders,Royal Challengers Bangalore,Kingsmead,Kolkata Knight Riders,bat,0.5027932960893855,0.4759916492693111,0,0
Royal Challengers Bangalore,Kolkata Knight Riders,Kingsmead,Kolkata Knight Riders,bat,0.4759916492693111,0.5027932960893855,0,1
Kings XI Punjab,Mumbai Indians,Kingsmead,Kings XI Punjab,bat,0.4473684210526316,0.5390070921985816,1,1
Mumbai Indians,Kings XI Punjab,Kingsmead,Kings XI Punjab,bat,0.5390070921985816,0.4473684210526316,1,0
Sunrisers Hyderabad,Delhi Capitals,SuperSport Park,Delhi Capitals,field,0.4500907441016334,0.4452690166975881,1,0
Delhi Capitals,Sunrisers Hyderabad,SuperSport Park,Delhi Capitals,field,0.4452690166975881,0.4500907441016334,1,1
Chennai Super Kings,Rajasthan Royals,SuperSport Park,Rajasthan Royals,field,0.5614035087719298,0.49269311064718163,0,1
Rajasthan Royals,Chennai Super Kings,SuperSport Park,Rajasthan Royals,field,0.49269311064718163,0.5614035087719298,0,0
Mumbai Indians,Kolkata Knight Riders,Buffalo Park,Mumbai Indians,bat,0.5390070921985816,0.5027932960893855,1,1
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,Mumbai Indians,bat,0.5027932960893855,0.5390070921985816,1,0
Royal Challengers Bangalore,Kings XI Punjab,Kingsmead,Royal Challengers Bangalore,bat,0.4759916492693111,0.4473684210526316,1,1
Kings XI Punjab,Royal Challengers Bangalore,Kingsmead,Royal Challengers Bangalore,bat,0.4473684210526316,0.4759916492693111,1,0
Sunrisers Hyderabad,Rajasthan Royals,St George's Park,Sunrisers Hyderabad,bat,0.4500907441016334,0.49269311064718163,0,0
Rajasthan Royals,Sunrisers Hyderabad,St George's Park,Sunrisers Hyderabad,bat,0.49269311064718163,0.4500907441016334,0,1
Chennai Super Kings,Delhi Capitals,New Wanderers Stadium,Delhi Capitals,field,0.5614035087719298,0.4452690166975881,0,1
Delhi Capitals,Chennai Super Kings,New Wanderers Stadium,Delhi Capitals,field,0.4452690166975881,0.5614035087719298,0,0
Kolkata Knight Riders,Kings XI Punjab,St George's Park,Kolkata Knight Riders,bat,0.5027932960893855,0.4473684210526316,0,0
Kings XI Punjab,Kolkata Knight Riders,St George's Park,Kolkata Knight Riders,bat,0.4473684210526316,0.5027932960893855,0,1
Mumbai Indians,Royal Challengers Bangalore,New Wanderers Stadium,Mumbai Indians,bat,0.5390070921985816,0.4759916492693111,0,0
Royal Challengers Bangalore,Mumbai Indians,New Wanderers Stadium,Mumbai Indians,bat,0.4759916492693111,0.5390070921985816,0,1
Chennai Super Kings,Sunrisers Hyderabad,Buffalo Park,Chennai Super Kings,bat,0.5614035087719298,0.4500907441016334,1,1
Sunrisers Hyderabad,Chennai Super Kings,Buffalo Park,Chennai Super Kings,bat,0.4500907441016334,0.5614035087719298,1,0
Rajasthan Royals,Kings XI Punjab,Kingsmead,Kings XI Punjab,field,0.49269311064718163,0.4473684210526316,0,1
Kings XI Punjab,Rajasthan Royals,Kingsmead,Kings XI Punjab,field,0.4473684210526316,0.49269311064718163,0,0
Kolkata Knight Riders,Delhi Capitals,Kingsmead,Kolkata Knight Riders,bat,0.5027932960893855,0.4452690166975881,0,0
Delhi Capitals,Kolkata Knight Riders,Kingsmead,Kolkata Knight Riders,bat,0.4452690166975881,0.5027932960893855,0,1
Sunrisers Hyderabad,Mumbai Indians,SuperSport Park,Sunrisers Hyderabad,bat,0.4500907441016334,0.5390070921985816,1,1
Mumbai Indians,Sunrisers Hyderabad,SuperSport Park,Sunrisers Hyderabad,bat,0.5390070921985816,0.4500907441016334,1,0
Royal Challengers Bangalore,Rajasthan Royals,SuperSport Park,Rajasthan Royals,field,0.4759916492693111,0.49269311064718163,1,0
Rajasthan Royals,Royal Challengers Bangalore,SuperSport Park,Rajasthan Royals,field,0.49269311064718163,0.4759916492693111,1,1
Chennai Super Kings,Kings XI Punjab,SuperSport Park,Chennai Super Kings,bat,0.5614035087719298,0.4473684210526316,1,1
Kings XI Punjab,Chennai Super Kings,SuperSport Park,Chennai Super Kings,bat,0.4473684210526316,0.5614035087719298,1,0
Mumbai Indians,Delhi Capitals,Buffalo Park,Mumbai Indians,bat,0.5390070921985816,0.4452690166975881,0,0
Delhi Capitals,Mumbai Indians,Buffalo Park,Mumbai Indians,bat,0.4452690166975881,0.5390070921985816,0,1
Sunrisers Hyderabad,Kings XI Punjab,De Beers Diamond Oval,Kings XI Punjab,field,0.4500907441016334,0.4473684210526316,1,0
Kings XI Punjab,Sunrisers Hyderabad,De Beers Diamond Oval,Kings XI Punjab,field,0.4473684210526316,0.4500907441016334,1,1
Rajasthan Royals,Chennai Super Kings,De Beers Diamond Oval,Rajasthan Royals,bat,0.49269311064718163,0.5614035087719298,0,0
Chennai Super Kings,Rajasthan Royals,De Beers Diamond Oval,Rajasthan Royals,bat,0.5614035087719298,0.49269311064718163,0,1
Mumbai Indians,Royal Challengers Bangalore,St George's Park,Mumbai Indians,bat,0.5390070921985816,0.4759916492693111,1,1
Royal Challengers Bangalore,Mumbai Indians,St George's Park,Mumbai Indians,bat,0.4759916492693111,0.5390070921985816,1,0
Kolkata Knight Riders,Delhi Capitals,New Wanderers Stadium,Delhi Capitals,field,0.5027932960893855,0.4452690166975881,1,0
Delhi Capitals,Kolkata Knight Riders,New Wanderers Stadium,Delhi Capitals,field,0.4452690166975881,0.5027932960893855,1,1
Sunrisers Hyderabad,Rajasthan Royals,De Beers Diamond Oval,Sunrisers Hyderabad,bat,0.4500907441016334,0.49269311064718163,1,1
Rajasthan Royals,Sunrisers Hyderabad,De Beers Diamond Oval,Sunrisers Hyderabad,bat,0.49269311064718163,0.4500907441016334,1,0
Kolkata Knight Riders,Royal Challengers Bangalore,SuperSport Park,Royal Challengers Bangalore,field,0.5027932960893855,0.4759916492693111,1,0
Royal Challengers Bangalore,Kolkata Knight Riders,SuperSport Park,Royal Challengers Bangalore,field,0.4759916492693111,0.5027932960893855,1,1
Kings XI Punjab,Mumbai Indians,SuperSport Park,Kings XI Punjab,bat,0.4473684210526316,0.5390070921985816,0,0
Mumbai Indians,Kings XI Punjab,SuperSport Park,Kings XI Punjab,bat,0.5390070921985816,0.4473684210526316,0,1
Delhi Capitals,Sunrisers Hyderabad,Kingsmead,Sunrisers Hyderabad,field,0.4452690166975881,0.4500907441016334,0,1
Sunrisers Hyderabad,Delhi Capitals,Kingsmead,Sunrisers Hyderabad,field,0.4500907441016334,0.4452690166975881,0,0
Chennai Super Kings,Royal Challengers Bangalore,Kingsmead,Chennai Super Kings,bat,0.5614035087719298,0.4759916492693111,0,0
Royal Challengers Bangalore,Chennai Super Kings,Kingsmead,Chennai Super Kings,bat,0.4759916492693111,0.5614035087719298,0,1
Rajasthan Royals,Mumbai Indians,Kingsmead,Rajasthan Royals,bat,0.49269311064718163,0.5390070921985816,1,1
Mumbai Indians,Rajasthan Royals,Kingsmead,Rajasthan Royals,bat,0.5390070921985816,0.49269311064718163,1,0
Delhi Capitals,Kings XI Punjab,OUTsurance Oval,Kings XI Punjab,field,0.4452690166975881,0.4473684210526316,1,0
